front,back,deck,tags,source
"【行為共同説の意味行為共同説といっても，共同正犯である以上，各自がそれぞれの犯罪を「共同して実行した」と認められなければならないとは？","他人の行為との共同関係が，成立する犯罪類型の重要部分を占めていなければ，一部行為の全部責任（⇨127頁）の効果は認められないと考えられるからである。構成要件の重要部分を共同することが必要で，例えば，Xが殺意を有し，Yが傷害の故意でAに加害を加えて死亡させた場合，両罪の重要部分につき共同しているといえ，どちらの行為が原因で死亡したか不明でも，XとYには殺人罪と傷害致死罪の共同正犯が成立する。","刑法_基本概念","刑法,基本概念,構成要件,故意","【行為共同説の意味行為共同説といっても，共同正犯である以上，各自がそれぞれの犯罪を「共同して実行した」と認められなければならない．他人の行為との共同関係が，成立する犯罪類型の重要部分を占めていなければ，一部行為の全部責任（⇨127頁）の効果は認められないと考えられるからである．構成要件の重要部分を共同することが必要で，例えば，Xが殺意を有し，Yが傷害の故意でAに加害を加えて死亡させた場合，両罪の重..."
"【部分的犯罪共同説犯罪共同説も，正犯と共犯の構成要件が異なる場合であっても，両者が同質的で重なり合う範囲で共犯の成立を認める考え方が有力である（部分的犯罪共同説，大谷402頁，佐久間399頁）とは？","Xが殺人，Yが傷害の故意の場合，かつての犯罪共同説はX・Yに殺人罪の共同正犯が成立し，Yは傷害致死の範囲で科刑されると解していたが，犯罪の成立と科刑の分離にも批判が強く，そこで現在では，重なり合う軽い罪（傷害致死罪）の範囲で，一個の共同正犯が成立すると説明することになった（福田267頁）。","刑法_基本概念","刑法,基本概念,構成要件,故意,共犯","【部分的犯罪共同説犯罪共同説も，正犯と共犯の構成要件が異なる場合であっても，両者が同質的で重なり合う範囲で共犯の成立を認める考え方が有力である（部分的犯罪共同説，大谷402頁，佐久間399頁）．Xが殺人，Yが傷害の故意の場合，かつての犯罪共同説はX・Yに殺人罪の共同正犯が成立し，Yは傷害致死の範囲で科刑されると解していたが，犯罪の成立と科刑の分離にも批判が強く，そこで現在では，重なり合う軽い罪（傷..."
"共犯と要素従属性・罪名従属性要素従属性共犯における要素従属性は，正犯者が犯罪成立要件のどの部分まで完成していれば共犯処罰を認めるかをめぐる問題であるとは？","刑法61条は，教唆して「犯罪」を実行させることを処罰するが，例えば，正犯者が責任無能力であったり，正当防衛として実行行為を行った場合でも，教唆が成立するのかについては対立がある。","刑法_基本概念","刑法,基本概念,正当防衛,共犯","共犯と要素従属性・罪名従属性要素従属性共犯における要素従属性は，正犯者が犯罪成立要件のどの部分まで完成していれば共犯処罰を認めるかをめぐる問題である．刑法61条は，教唆して「犯罪」を実行させることを処罰するが，例えば，正犯者が責任無能力であったり，正当防衛として実行行為を行った場合でも，教唆が成立するのかについては対立がある．"
"制限従属性説犯罪とは「構成要件に該当する違法で有責な行為」とされるため，多数説・判例は極端従属性説を採用してきたとは？","しかし，違法性は客観的で正犯者・共犯者に共通であるが，責任の存否は個人ごとに判断すべきであるとして，制限従属性説が次第に有力化した（林。","刑法_基本概念","刑法,基本概念,構成要件,違法性,共犯","制限従属性説犯罪とは「構成要件に該当する違法で有責な行為」とされるため，多数説・判例は極端従属性説を採用してきた．しかし，違法性は客観的で正犯者・共犯者に共通であるが，責任の存否は個人ごとに判断すべきであるとして，制限従属性説が次第に有力化した（林"
"【判例Ё正当防衛と共犯殺人を教唆あるいは幇助したところ，正犯者の殺害行為が正当防衛となった場合も，形式的に正犯の違法阻却が共犯にも及ぶといえるわけではないとは？","教唆犯・幇助犯の当罰性は実質的に考える必要がある。正当防衛を利用した間接正犯の場合は（⇨34頁参照），被利用者にとって正当な結果も，正犯者（利用者）にとっては違法となり得る。","刑法_基本概念","刑法,基本概念,正当防衛,共犯","【判例Ё正当防衛と共犯殺人を教唆あるいは幇助したところ，正犯者の殺害行為が正当防衛となった場合も，形式的に正犯の違法阻却が共犯にも及ぶといえるわけではない．教唆犯・幇助犯の当罰性は実質的に考える必要がある．正当防衛を利用した間接正犯の場合は（⇨34頁参照），被利用者にとって正当な結果も，正犯者（利用者）にとっては違法となり得る．"
"（刑集464245）は，殺人の共同正犯者X・Yのうち，急迫不正の侵害に対し過剰に防衛したXにつき過剰防衛を認め，その場にいなかったYには，急迫性がない以上過剰防衛を認めることはできないとしたとは？","Xについての違法減少がYに及ぶとは解されていない。判例は，構成要件も共同正犯者ごとに異なり得ると考え，正当防衛といえるか否かも，各行為者ごとに考えているといえよう。","刑法_基本概念","刑法,基本概念,構成要件,正当防衛","（刑集464245）は，殺人の共同正犯者X・Yのうち，急迫不正の侵害に対し過剰に防衛したXにつき過剰防衛を認め，その場にいなかったYには，急迫性がない以上過剰防衛を認めることはできないとした．Xについての違法減少がYに及ぶとは解されていない．判例は，構成要件も共同正犯者ごとに異なり得ると考え，正当防衛といえるか否かも，各行為者ごとに考えているといえよう．"
"同様の状況はXが正当防衛だった場合にも起こり得るとは？","Yにとっても処罰に値するだけの違法結果が生じたとはいえないとする見解もあるが，正当防衛の成否は共同正犯者ごとに考えるべきであり，Yが防衛状況にあるといえない限り，正当防衛には当たらない。","刑法_基本概念","刑法,基本概念,正当防衛","同様の状況はXが正当防衛だった場合にも起こり得る．Yにとっても処罰に値するだけの違法結果が生じたとはいえないとする見解もあるが，正当防衛の成否は共同正犯者ごとに考えるべきであり，Yが防衛状況にあるといえない限り，正当防衛には当たらない．"
"罪名従属性共犯者間で罪名が異なってもよいのかという罪名従属性は，主として共同正犯で問題とされてきた（犯罪共同・行為共同⇨123頁）とは？","しかし，教唆の錯誤をめぐっても，正犯と共犯との間の犯罪の一致が議論されてきた。部分的犯罪共同説（罪名従属性説的な考え方）（⇨。","刑法_基本概念","刑法,基本概念,共犯","罪名従属性共犯者間で罪名が異なってもよいのかという罪名従属性は，主として共同正犯で問題とされてきた（犯罪共同・行為共同⇨123頁）．しかし，教唆の錯誤をめぐっても，正犯と共犯との間の犯罪の一致が議論されてきた．部分的犯罪共同説（罪名従属性説的な考え方）（⇨"
"ただ，部分的犯罪共同説も正犯と共犯の罪名の一致を要求するのであれば，その理論を維持することは困難であるとは？","例えば，YがXに窃盗の教唆をしたところ，Xが強盗を行った場合，正犯Xは強盗罪に該当するが，。","刑法_基本概念","刑法,基本概念,共犯","ただ，部分的犯罪共同説も正犯と共犯の罪名の一致を要求するのであれば，その理論を維持することは困難である．例えば，YがXに窃盗の教唆をしたところ，Xが強盗を行った場合，正犯Xは強盗罪に該当するが，"
"共同正犯Yは窃盗罪の教唆となる（佐久間399頁）とは？","狭義の共犯の領域においては，正犯と共犯の罪名が異なる場合を認めざるを得ないのである。","刑法_基本概念","刑法,基本概念,共犯","共同正犯Yは窃盗罪の教唆となる（佐久間399頁）．狭義の共犯の領域においては，正犯と共犯の罪名が異なる場合を認めざるを得ないのである．"
"【実行行為への従属正犯の罪名と異なる共犯を認め，行為共同説（罪名独立性説的な考え方）を採用するとしても，共犯は正犯の構成要件行為に「従属」することは必要であるとは？","正犯が強盗罪で共犯が窃盗の教唆の場合でも，教唆者は「（強盗に内包される）窃盗行為を教唆したと評価できるだけの教唆行為」を行ったからこそ窃盗教唆として処罰されるのである。","刑法_基本概念","刑法,基本概念,構成要件,共犯","【実行行為への従属正犯の罪名と異なる共犯を認め，行為共同説（罪名独立性説的な考え方）を採用するとしても，共犯は正犯の構成要件行為に「従属」することは必要である．正犯が強盗罪で共犯が窃盗の教唆の場合でも，教唆者は「（強盗に内包される）窃盗行為を教唆したと評価できるだけの教唆行為」を行ったからこそ窃盗教唆として処罰されるのである．"
"人以上共同して犯罪を実行した者は，すべて正犯とするとは？","共同正犯とは，2人以上が共同して犯罪を実行することで，一部行為の全部責任の原則いずれかの共同者の行為により生じた結果は全員に帰責される。広義の共犯の有罪人員のうち97〜98％を共同正犯が占め，実務上圧倒的な重要性を持つ。","刑法_基本概念","刑法,基本概念,因果関係,共犯","人以上共同して犯罪を実行した者は，すべて正犯とする．共同正犯とは，2人以上が共同して犯罪を実行することで，一部行為の全部責任の原則いずれかの共同者の行為により生じた結果は全員に帰責される．広義の共犯の有罪人員のうち97〜98％を共同正犯が占め，実務上圧倒的な重要性を持つ．2人以上の者が，意思の連絡なしに同一の客体に対し同一の犯罪を同時に実行することを同時犯といい，各自が自己の行為についてのみ責任を..."
"共犯行の意思）の存在が必要であるとは？","たしかに実行行為の分担があれば，特に物理的因果性が強まる。しかし，共同正犯の全員が構成要件行為の一部分を必ず行うとは限らない。","刑法_基本概念","刑法,基本概念,構成要件,共犯","共犯行の意思）の存在が必要である．たしかに実行行為の分担があれば，特に物理的因果性が強まる．しかし，共同正犯の全員が構成要件行為の一部分を必ず行うとは限らない．実行の分担は共同正犯の必須の要件ではなく，「共同して実行した」とは，実行行為が共同のものと評価し得ることを意味する（共謀共同正犯の共同実行⇨130頁）．"
"いかに，客観的に「共同実行」が存在しても，意思の連絡を欠けば同時犯に過ぎないとは？","その意味で，共同実行の核心部分は意思の連絡にある。意思の連絡を欠く片面的共同正犯は刑法60条の共同正犯とは認められない（片面的幇助⇨138頁，片面的教唆⇨136頁）。","刑法_基本概念","刑法,基本概念,故意","いかに，客観的に「共同実行」が存在しても，意思の連絡を欠けば同時犯に過ぎない．その意味で，共同実行の核心部分は意思の連絡にある．意思の連絡を欠く片面的共同正犯は刑法60条の共同正犯とは認められない（片面的幇助⇨138頁，片面的教唆⇨136頁）．共同実行に加え，単独正犯における故意に相当する共同正犯の認識（責任要素）が必要である．"
"【伝統的共犯概念我が国の伝統的な共犯概念では，犯罪意思を形成する際に重要な役割を果たした者（造意者）を中心に処罰する考え方が有力であったとは？","例えば，新律綱領（1870年）39条は「凡共に罪を犯す者は造意一人を以て首と為し随従者は従と為し一等を減す」と定めていた。","刑法_基本概念","刑法,基本概念,共犯","【伝統的共犯概念我が国の伝統的な共犯概念では，犯罪意思を形成する際に重要な役割を果たした者（造意者）を中心に処罰する考え方が有力であった．例えば，新律綱領（1870年）39条は「凡共に罪を犯す者は造意一人を以て首と為し随従者は従と為し一等を減す」と定めていた．"
"共謀共同正犯の成立には，①客観的に，共謀参加者の実行共謀共同正犯の成立要件の着手が必要で，②「共同実行」と評価できるだけの共謀関係が認定されなければならないとは？","現実の実行を分担しない以上，単なる意思の連絡や共同犯行の認識では足りず，「他人の行為をいわば自己の手段として犯罪を実現」（前掲・練馬事件判決）するだけの共謀が必要である。暴力団の親分・子分のような「支配型」だけでなく，相互に心理的因果性を与える「対等型」といった類型がある（具体的には謀議の際の発言，組織内での地位，犯行資金の調達・分担，利益分配の有無などから客観的に判断される。","刑法_基本概念","刑法,基本概念,故意","共謀共同正犯の成立には，①客観的に，共謀参加者の実行共謀共同正犯の成立要件の着手が必要で，②「共同実行」と評価できるだけの共謀関係が認定されなければならない．現実の実行を分担しない以上，単なる意思の連絡や共同犯行の認識では足りず，「他人の行為をいわば自己の手段として犯罪を実現」（前掲・練馬事件判決）するだけの共謀が必要である．暴力団の親分・子分のような「支配型」だけでなく，相互に心理的因果性を与え..."
"承継的共同正犯意義承継的共犯とは，先行行為者が，既に実行行為の一部を終了した後，後行行為者が関与する形態の共犯で，共同実行の意思を持って実行に参加する承継的共同...とは？","承継という以上，「実行行為の途中」から関与したことが必要である（事後強盗罪で暴行・脅迫のみを行う者は，実行行為のはじめから関与したことになり，非身分者と共犯の問題となる⇨。","刑法_基本概念","刑法,基本概念,共犯","承継的共同正犯意義承継的共犯とは，先行行為者が，既に実行行為の一部を終了した後，後行行為者が関与する形態の共犯で，共同実行の意思を持って実行に参加する承継的共同正犯が中心で，加担の意思で関与する承継的幇助もある（承継的共犯は，先行行為者が既に犯意を持って実行行為を開始している場合であるから「承継的教唆」はあり得ない）．承継という以上，「実行行為の途中」から関与したことが必要である（事後強盗罪で暴行..."
"頁）とは？","承継的共犯論の実質的争点は，後行行為者が，関与以前の先行行為者の行為（ないしそれに基づく結果）について責任を負うか否かにある。","刑法_基本概念","刑法,基本概念,共犯","頁）．承継的共犯論の実質的争点は，後行行為者が，関与以前の先行行為者の行為（ないしそれに基づく結果）について責任を負うか否かにある．"
"【学説の対立かつての積極説（承継を認める立場）は，共同正犯者が同一の犯罪一罪を共同して行うことを要求する犯罪共同説と結びつき，承継的共犯の場合にも関与者すべてに同一の犯罪が成立すると主張したとは？","これに対し消極説は，各自異なった犯罪行為について共犯の成立を認める行為共同説と結びつき，後行行為者は自己の行為の範囲で帰責されるとした。ただ，犯罪共同説・行為共同説の対立はかなり変化している（⇨123頁）。","刑法_基本概念","刑法,基本概念,共犯","【学説の対立かつての積極説（承継を認める立場）は，共同正犯者が同一の犯罪一罪を共同して行うことを要求する犯罪共同説と結びつき，承継的共犯の場合にも関与者すべてに同一の犯罪が成立すると主張した．これに対し消極説は，各自異なった犯罪行為について共犯の成立を認める行為共同説と結びつき，後行行為者は自己の行為の範囲で帰責されるとした．ただ，犯罪共同説・行為共同説の対立はかなり変化している（⇨123頁）．し..."
"そこで，関与前に他の共犯者が傷害を負わせていた場合，そのことを認識しつつ加わった後行者でも，因果関係を有しない傷害の結果を帰責させることはできないし（最決平24...とは？","同様に，傷害が関与後に発生したか，それ以前に既に生じていたか不明の場合にも，傷害罪の承継的共同正犯は成立しない。","刑法_基本概念","刑法,基本概念,因果関係,共犯","そこで，関与前に他の共犯者が傷害を負わせていた場合，そのことを認識しつつ加わった後行者でも，因果関係を有しない傷害の結果を帰責させることはできないし（最決平24116刑集66111281），暴行の途中から関与した者には，関与前の傷害結果については承継しない（大阪高判昭62710高刑集403720）．同様に，傷害が関与後に発生したか，それ以前に既に生じていたか不明の場合にも，傷害罪の承継的共同正犯は..."
"暴行・脅迫行為と財物奪取行為とから成り立つ強盗罪については，後から財物奪取行為のみに関与した者にも承継を認め，強盗罪の共同正犯とする立場が有力であるとは？","強盗罪のような結合犯は，各部分に分けて構成要件該当性を論じられないとする説明もあるが（大塚295頁），先行行為者が発生させた死や傷害の結果は承継しないが，暴行・脅迫によって生じた反抗抑圧状態は効果を持ち続けているので，先行行為者の暴行等は承継するという説明もある（平野Ⅱ383頁）。たしかに，後行行為者が先行行為者による反抗抑圧状態を，自己の犯罪遂行の手段として積極的に利用したと評価できる場合には，強取行為を共同実行したといえる場合があろう。","刑法_基本概念","刑法,基本概念,構成要件","暴行・脅迫行為と財物奪取行為とから成り立つ強盗罪については，後から財物奪取行為のみに関与した者にも承継を認め，強盗罪の共同正犯とする立場が有力である．強盗罪のような結合犯は，各部分に分けて構成要件該当性を論じられないとする説明もあるが（大塚295頁），先行行為者が発生させた死や傷害の結果は承継しないが，暴行・脅迫によって生じた反抗抑圧状態は効果を持ち続けているので，先行行為者の暴行等は承継するとい..."
"過失の共同正犯過失の共同共犯共同して危険な行為を行い（例えば，複数人で分担してトンネルを掘削する等），人を死亡させたが，どの行為者の作業が死亡の原因となったか判明しなかったような場合をいうとは？","過失の共。","刑法_基本概念","刑法,基本概念,過失,共犯","過失の共同正犯過失の共同共犯共同して危険な行為を行い（例えば，複数人で分担してトンネルを掘削する等），人を死亡させたが，どの行為者の作業が死亡の原因となったか判明しなかったような場合をいう．過失の共"
"共犯同正犯否定説によれば，過失の同時犯と解することになり，因果関係が不明である以上，各自に死の結果を帰責することができない（過失犯に未遂処罰はないから不処罰となる）とは？","過失の共同正犯肯定説からは，関与者全員に過失致死罪が成立する（肯定説によれば，いずれの行為から結果が発生したかが明らかな場合でも，共同実行者全員に結果が帰責される）。","刑法_基本概念","刑法,基本概念,過失,因果関係,共犯","共犯同正犯否定説によれば，過失の同時犯と解することになり，因果関係が不明である以上，各自に死の結果を帰責することができない（過失犯に未遂処罰はないから不処罰となる）．過失の共同正犯肯定説からは，関与者全員に過失致死罪が成立する（肯定説によれば，いずれの行為から結果が発生したかが明らかな場合でも，共同実行者全員に結果が帰責される）．"
"判例は，過失の共同正犯を認め，共同の業務上の注意義務に共同して違反したこととする（最決平28712刑集706411参照Ё明石花火大会事故における警察副署長の刑事責任とは？","ただし具体的事案では共同の業務上の注意義務が認められないとされた）。","刑法_基本概念","刑法,基本概念,過失","判例は，過失の共同正犯を認め，共同の業務上の注意義務に共同して違反したこととする（最決平28712刑集706411参照Ё明石花火大会事故における警察副署長の刑事責任．ただし具体的事案では共同の業務上の注意義務が認められないとされた）．"
"その後，下級審で否定説の判例も登場するが，近時は肯定する判例も目立つとは？","例えば，名古屋高判昭61930（高刑集394371）は，一方が溶接する間，他方が監視する方法で交代して溶接作業を行った際に失火したが，いずれの溶接行為の火花が原因かは特定できなかった事案に関し，両名に過失の共同正犯を認めた。そして，東京地判平4123（判時1419133）は，地下洞内でランプを用いて作業に従事していた2人が，洞外に退出するに当たりランプ消火を相互に確認せずに立ち去り，火災を発生させた事案につき，過失行為を共同して行ったものとした。","刑法_基本概念","刑法,基本概念,過失","その後，下級審で否定説の判例も登場するが，近時は肯定する判例も目立つ．例えば，名古屋高判昭61930（高刑集394371）は，一方が溶接する間，他方が監視する方法で交代して溶接作業を行った際に失火したが，いずれの溶接行為の火花が原因かは特定できなかった事案に関し，両名に過失の共同正犯を認めた．そして，東京地判平4123（判時1419133）は，地下洞内でランプを用いて作業に従事していた2人が，洞外..."
"【過失の共犯不注意により他人に犯罪行為を決意させたり，不注意により他人の犯罪行為を助けたりすることはあり得るが，過失による教唆犯，幇助犯は認められない（大谷436頁，442頁）とは？","刑法38条1項の故意犯処罰の原則から，「教唆」「幇助」の語は故意になされた場合に限られるという理由もあるが，特に過失の幇助を認めると，処罰範囲が不当に拡大するおそれが大きい。","刑法_基本概念","刑法,基本概念,故意,過失,共犯","【過失の共犯不注意により他人に犯罪行為を決意させたり，不注意により他人の犯罪行為を助けたりすることはあり得るが，過失による教唆犯，幇助犯は認められない（大谷436頁，442頁）．刑法38条1項の故意犯処罰の原則から，「教唆」「幇助」の語は故意になされた場合に限られるという理由もあるが，特に過失の幇助を認めると，処罰範囲が不当に拡大するおそれが大きい．"
"共同正犯失の共同実行はあり得ないことになるとは？","しかし，注意義務違反という過失の実行行為（例えば，工事などの危険行為）を共同することはあり得る。","刑法_基本概念","刑法,基本概念,過失","共同正犯失の共同実行はあり得ないことになる．しかし，注意義務違反という過失の実行行為（例えば，工事などの危険行為）を共同することはあり得る．"
"そして，過失犯は単独正犯でも結果の認識は不要であるから，過失共同正犯においても「結果についての意思の連絡」を要求する必要はないとは？","ただし，相互に相手の行為を認識しながら行為したというだけでは，不十分で，一方の関与が他方の「不注意」を強めたり，危険性を高めるという形での因果的影響が必要である。","刑法_基本概念","刑法,基本概念,過失","そして，過失犯は単独正犯でも結果の認識は不要であるから，過失共同正犯においても「結果についての意思の連絡」を要求する必要はない．ただし，相互に相手の行為を認識しながら行為したというだけでは，不十分で，一方の関与が他方の「不注意」を強めたり，危険性を高めるという形での因果的影響が必要である．"
"これに対し，共同の注意義務が認められにくい場合（例えば，2人で狩猟中，両名が発砲して誤って人を死亡させたが，いずれの弾が当たったか不明な場合）には，過失の共同正...とは？","しかし，過失の共同正犯を基礎づける「共同義務」と，個人について考えられる「客観的注意義務」とは，事実上重なる場合が多いであろう。理論的には過失の共同正犯も認められないわけではないが，各自の関与形態に合わせた，予見可能性判断を中心に処理すれば，ほとんどの事例には対処できると解される。","刑法_基本概念","刑法,基本概念,過失","これに対し，共同の注意義務が認められにくい場合（例えば，2人で狩猟中，両名が発砲して誤って人を死亡させたが，いずれの弾が当たったか不明な場合）には，過失の共同正犯を認める必要があるとされる（林401405頁）．しかし，過失の共同正犯を基礎づける「共同義務」と，個人について考えられる「客観的注意義務」とは，事実上重なる場合が多いであろう．理論的には過失の共同正犯も認められないわけではないが，各自の関..."
"結果的加重犯の共同正犯については，基本となる犯罪行為結果的加重犯の共同正犯に関して故意があるので，通常の過失犯とは別個に理解することが可能であるとは？","基本となる犯罪について意思の連絡があれば，それと因果関係のある範囲内の結果が共同正犯者に帰責される。","刑法_基本概念","刑法,基本概念,故意,過失,因果関係","結果的加重犯の共同正犯については，基本となる犯罪行為結果的加重犯の共同正犯に関して故意があるので，通常の過失犯とは別個に理解することが可能である．基本となる犯罪について意思の連絡があれば，それと因果関係のある範囲内の結果が共同正犯者に帰責される．"
"共犯犯を認める（最判昭26327刑集54686参照）とは？","判例は，重い結果につき過失を要求しないため，より容易に共同正犯が認められる。","刑法_基本概念","刑法,基本概念,過失,共犯","共犯犯を認める（最判昭26327刑集54686参照）．判例は，重い結果につき過失を要求しないため，より容易に共同正犯が認められる．"
"【過失と教唆過失による教唆は認められない（⇨134頁）とは？","また，過失犯に対する教唆は，肯定説も有力であるが（山口328頁），正犯が過失の場合も，「犯意を生じさせた」といえるかは疑問である。過失犯を利用した間。","刑法_基本概念","刑法,基本概念,過失","【過失と教唆過失による教唆は認められない（⇨134頁）．また，過失犯に対する教唆は，肯定説も有力であるが（山口328頁），正犯が過失の場合も，「犯意を生じさせた」といえるかは疑問である．過失犯を利用した間"
"教唆行為は行われたが，正犯者が実行の着手に至らなかっ教唆の未遂・未遂の教唆た場合を教唆の未遂というとは？","共犯における違法性（客観面）が欠け，教唆として処罰されない。それに対し，正犯者が実行に着手したが，結果発生に至らなかった場合を未遂の教唆と呼び，未遂犯として処罰される。","刑法_基本概念","刑法,基本概念,違法性,未遂犯,共犯","教唆行為は行われたが，正犯者が実行の着手に至らなかっ教唆の未遂・未遂の教唆た場合を教唆の未遂という．共犯における違法性（客観面）が欠け，教唆として処罰されない．それに対し，正犯者が実行に着手したが，結果発生に至らなかった場合を未遂の教唆と呼び，未遂犯として処罰される．ただ，一般に未遂の教唆という用語を用いる場合，はじめから未遂に終わらせる意図での教唆を指すことが多い．例えば，既に警察官が張り込んで..."
"【実行従属性との関係共犯従属性説は教唆を実行行為を生じさせることと解するので，教唆の故意はその認識，つまり「被教唆者に犯罪を実行する決意を生じさせる意思」で足り...とは？","それに対し，共犯独立性説は教唆自体を「実行行為」であると考えることから，教唆の故意には基本的構成要件の結果発生の認識が必要だとされてきた（木村415頁）。しかし，従属性説は結果発生の危険性を重視する見解のはずで，未遂発生の認識では，教唆の故意に当たらないといえる。","刑法_基本概念","刑法,基本概念,構成要件,故意,共犯","【実行従属性との関係共犯従属性説は教唆を実行行為を生じさせることと解するので，教唆の故意はその認識，つまり「被教唆者に犯罪を実行する決意を生じさせる意思」で足りるとし，未遂の教唆も処罰することができるとした（団藤406頁）．それに対し，共犯独立性説は教唆自体を「実行行為」であると考えることから，教唆の故意には基本的構成要件の結果発生の認識が必要だとされてきた（木村415頁）．しかし，従属性説は結果..."
"まず，①客観的に未遂処罰に必要な実質的危険性が必要で未遂の教唆の可罰性あるとは？","結果発生が不可能な内容（砂糖を飲ませて殺すよう唆す行為など）を唆しても，可罰性は生じない。②主観的には，教唆の故意として，結果発生の一定程度以上の可能性（①）を基礎づける事情の認識が必要である。","刑法_基本概念","刑法,基本概念,故意","まず，①客観的に未遂処罰に必要な実質的危険性が必要で未遂の教唆の可罰性ある．結果発生が不可能な内容（砂糖を飲ませて殺すよう唆す行為など）を唆しても，可罰性は生じない．②主観的には，教唆の故意として，結果発生の一定程度以上の可能性（①）を基礎づける事情の認識が必要である．ただ，「結果は起こらない」と考えていたとしても，（①の認識がある以上）教唆の故意が認められる場合はあり得る（なお，林421頁参照）..."
"正犯の実行行為終了後については，従犯はあり得ない（盗品運搬罪や証拠隠滅罪等を事後従犯と呼ぶことがあるが（⇨308頁），厳密には従犯ではなく，独立の犯罪行為である）とは？","過失による幇助は幇助犯の故意を欠き，過失犯に対する幇助も，その幇助者に注意義務違反がある場合に限り，過失の単独犯として処罰すれば足りるから，いずれも認める必要はない。","刑法_基本概念","刑法,基本概念,故意,過失","正犯の実行行為終了後については，従犯はあり得ない（盗品運搬罪や証拠隠滅罪等を事後従犯と呼ぶことがあるが（⇨308頁），厳密には従犯ではなく，独立の犯罪行為である）．過失による幇助は幇助犯の故意を欠き，過失犯に対する幇助も，その幇助者に注意義務違反がある場合に限り，過失の単独犯として処罰すれば足りるから，いずれも認める必要はない．"
"幇助の因果性共犯処罰において，結果（ないしその危険性）との因果性を過度に強調すると，幇助処罰の説明が困難になるとは？","必ずしも物理的に役に立たない幇助（見張りをしたが誰も通らなかった場合など）も，当罰性を否定することはできないからである。そこで，幇助の因果性においては，通常の条件関係ではなく，結果を促進した（容易にした）か否かという基準を用い，結果を可能にしたりその実現を早めた場合の他に，結果発生を導く行為を物理的・心理的に促進した場合も幇助だとする見解が有力である。","刑法_基本概念","刑法,基本概念,共犯","幇助の因果性共犯処罰において，結果（ないしその危険性）との因果性を過度に強調すると，幇助処罰の説明が困難になる．必ずしも物理的に役に立たない幇助（見張りをしたが誰も通らなかった場合など）も，当罰性を否定することはできないからである．そこで，幇助の因果性においては，通常の条件関係ではなく，結果を促進した（容易にした）か否かという基準を用い，結果を可能にしたりその実現を早めた場合の他に，結果発生を導く..."
"共犯った場合にも認められるが，本件の目張り行為についてはそのような事情もないとして，幇助の成立を否定したとは？","正犯が目張りの事実を認識していなかったとされた事案で，目張り行為は，物理的にはもちろん，心理的側面を考慮しても，正犯の犯意を維持・強化して実行行為を遂行させたとは認められない（林379頁参照）。仮に，目張りの事実を認識していたとすれば，正犯行為を心理的に促進したという余地がある。","刑法_基本概念","刑法,基本概念,共犯","共犯った場合にも認められるが，本件の目張り行為についてはそのような事情もないとして，幇助の成立を否定した．正犯が目張りの事実を認識していなかったとされた事案で，目張り行為は，物理的にはもちろん，心理的側面を考慮しても，正犯の犯意を維持・強化して実行行為を遂行させたとは認められない（林379頁参照）．仮に，目張りの事実を認識していたとすれば，正犯行為を心理的に促進したという余地がある．"
"幇助の故意正犯行為を容易にすることの認識が必要であるとは？","最決平。","刑法_基本概念","刑法,基本概念,故意","幇助の故意正犯行為を容易にすることの認識が必要である．最決平"
"（刑集6591380）は，ファイル共有ソフトWinnyを制作，公開，配布し，その利用者が当該ソフトを用いて，不特定多数の者に情報を自動公衆送信し得るようにし，著...とは？","ファイル共有ソフトのような有用性と著作権侵害の危険の両面を有する「価値中立のソフト」の場合，「一般的可能性を超える具体的な侵害利用状況が必要であり，また，そのことを提供者においても認識，認容していることを要する」とし，本件では，「例外的とはいえない範囲の者がそれを著作権侵害に利用する蓋然性が高いことを認識，認容していたとまで」は認められないとし，幇助犯の故意を欠くとした。","刑法_基本概念","刑法,基本概念,故意","（刑集6591380）は，ファイル共有ソフトWinnyを制作，公開，配布し，その利用者が当該ソフトを用いて，不特定多数の者に情報を自動公衆送信し得るようにし，著作物の公衆送信権を侵害した行為につき幇助犯の故意を欠くとした．ファイル共有ソフトのような有用性と著作権侵害の危険の両面を有する「価値中立のソフト」の場合，「一般的可能性を超える具体的な侵害利用状況が必要であり，また，そのことを提供者において..."
"共犯の諸問題となる（最決昭57716刑集366695）とは？","また，他人の旅券申請書の偽造に関し，自己の名義を使用することを承諾し，申請に必要な印鑑，戸籍謄本等を渡した場合には，名義人本人にも有印私文書偽造罪，同行使罪の共謀共同正犯が成立する（東京地判平10819判時1653154）。脅迫文を作成するという態様で恐喝行為に加担した場合も，恐喝罪の共同正犯となる（東京高判平8625判時1581134）。","刑法_基本概念","刑法,基本概念,共犯","共犯の諸問題となる（最決昭57716刑集366695）．また，他人の旅券申請書の偽造に関し，自己の名義を使用することを承諾し，申請に必要な印鑑，戸籍謄本等を渡した場合には，名義人本人にも有印私文書偽造罪，同行使罪の共謀共同正犯が成立する（東京地判平10819判時1653154）．脅迫文を作成するという態様で恐喝行為に加担した場合も，恐喝罪の共同正犯となる（東京高判平8625判時1581134）．"
